# Threads,MVCC (W1) + ST [T1],MVCC (W1) + ST [T2],MVCC (W1) + ST [T3],MVCC (W1) + ST [T4],MVCC (W1) + ST [T5],MVCC + CU (W1) + ST [T1],MVCC + CU (W1) + ST [T2],MVCC + CU (W1) + ST [T3],MVCC + CU (W1) + ST [T4],MVCC + CU (W1) + ST [T5],MVCC (W4) + ST [T1],MVCC (W4) + ST [T2],MVCC (W4) + ST [T3],MVCC (W4) + ST [T4],MVCC (W4) + ST [T5],MVCC + CU (W4) + ST [T1],MVCC + CU (W4) + ST [T2],MVCC + CU (W4) + ST [T3],MVCC + CU (W4) + ST [T4],MVCC + CU (W4) + ST [T5],MVCC (W0) + ST [T1],MVCC (W0) + ST [T2],MVCC (W0) + ST [T3],MVCC (W0) + ST [T4],MVCC (W0) + ST [T5],MVCC + CU (W0) + ST [T1],MVCC + CU (W0) + ST [T2],MVCC + CU (W0) + ST [T3],MVCC + CU (W0) + ST [T4],MVCC + CU (W0) + ST [T5],MVCC (W1) [T1],MVCC (W1) [T2],MVCC (W1) [T3],MVCC (W1) [T4],MVCC (W1) [T5],MVCC + CU (W1) [T1],MVCC + CU (W1) [T2],MVCC + CU (W1) [T3],MVCC + CU (W1) [T4],MVCC + CU (W1) [T5],MVCC (W4) [T1],MVCC (W4) [T2],MVCC (W4) [T3],MVCC (W4) [T4],MVCC (W4) [T5],MVCC + CU (W4) [T1],MVCC + CU (W4) [T2],MVCC + CU (W4) [T3],MVCC + CU (W4) [T4],MVCC + CU (W4) [T5],MVCC (W0) [T1],MVCC (W0) [T2],MVCC (W0) [T3],MVCC (W0) [T4],MVCC (W0) [T5],MVCC + CU (W0) [T1],MVCC + CU (W0) [T2],MVCC + CU (W0) [T3],MVCC + CU (W0) [T4],MVCC + CU (W0) [T5]
1,47118.31,48028.39,48509.45,48253.10,48119.93,52890.90,52742.72,52663.70,52069.95,52826.16,44000.65,44083.10,44410.17,44530.38,44751.46,48777.05,48101.37,47997.22,47596.75,48823.23,47782.71,47902.12,48052.10,48238.76,47902.45,52587.39,52594.11,52704.42,52336.81,52574.97,60009.69,60518.95,60374.85,60604.70,59790.02,61068.86,61256.47,61027.25,60955.13,61602.71,56372.87,56040.12,56327.18,55878.90,56147.12,56843.33,56211.81,56759.83,57053.38,57072.34,60195.65,60887.39,60417.33,61078.62,60884.97,61195.78,60946.76,61163.70,60857.17,60823.90
2,80697.40,81214.85,80850.62,80973.18,81122.42,93860.27,92835.11,91839.64,92813.55,93950.18,88046.53,87107.70,87805.42,88396.65,88033.14,95749.36,93814.81,94500.31,95649.48,94726.16,91178.76,91137.22,90999.11,91531.21,91616.62,99053.56,100512.54,99863.52,99816.04,99987.47,98654.41,99088.63,99756.96,98993.31,99882.98,98391.24,98114.06,98536.82,98871.49,98874.65,110075.65,108930.78,109764.57,109522.83,109522.75,109018.86,109839.86,107617.53,109260.92,108442.31,112923.82,113964.59,114400.75,113990.35,113583.86,112163.05,111960.85,112486.24,112519.25,112773.35
4,145265.60,144669.76,144679.20,145195.07,145135.20,182673.94,182841.04,182550.91,182169.05,182953.21,178593.45,175767.89,178079.13,178125.86,179134.35,195136.19,195406.79,193853.45,195746.36,194616.76,178792.22,179015.81,179479.09,179108.18,178719.56,193755.20,194739.76,195175.63,195879.97,194506.11,176143.92,176205.16,176227.20,176381.28,176367.71,166065.70,165476.00,165266.03,165897.89,166183.83,221167.95,221278.05,221803.31,222351.72,222326.51,215565.92,214427.31,215188.90,215343.52,216108.24,222041.84,221019.10,222237.24,221173.92,222225.22,215087.91,215006.04,215435.34,214442.60,214565.75
12,225309.83,224608.87,225899.94,226177.87,225014.07,482482.23,482502.59,480630.46,482178.50,484795.94,420627.48,421614.73,422451.79,422220.91,420650.42,503086.07,502574.55,503609.64,506048.70,500447.49,493740.67,492187.77,492874.72,493333.59,492432.38,536290.83,533484.35,533479.71,538419.30,534394.18,278550.34,277029.33,279388.93,279621.35,277590.93,138694.54,138115.47,138780.40,138574.42,138184.90,509388.17,507900.12,508836.97,509522.21,509204.95,450079.45,447779.29,443086.28,448698.43,447576.67,608866.73,608780.32,606133.06,609716.63,606826.76,545632.50,546199.30,547031.83,547837.10,544548.99
24,233810.16,234500.74,234782.98,234020.59,234437.31,835923.01,837817.60,834993.75,836732.05,834017.65,653181.97,652708.81,653412.07,653365.14,651338.76,887467.45,891186.76,889074.05,887862.51,888366.47,902709.90,905622.16,905321.76,905638.11,902460.23,961825.49,966408.70,966525.48,964591.37,966484.25,230707.68,231102.68,232118.76,230701.73,230581.25,98034.12,98180.78,98235.73,97907.52,97622.88,754003.71,759237.22,755395.87,757632.00,757850.14,557470.34,558358.03,554809.25,556928.84,558166.23,1117324.01,1120747.53,1116249.87,1119817.93,1118868.72,902875.57,905073.46,904892.51,901796.46,904811.49
32,229505.30,228434.47,226643.13,222844.29,230502.50,1031347.81,1029784.81,1027406.60,1028597.96,1031641.59,734512.93,734511.92,736183.36,733865.89,733888.23,1122540.49,1126662.42,1125272.08,1126216.85,1123959.31,1151048.39,1153981.19,1155095.19,1157262.68,1156948.26,1220480.28,1223763.36,1219262.27,1219918.64,1219364.59,193723.82,193638.23,193402.21,193795.58,193494.71,84963.76,84885.39,84584.69,85093.21,85208.56,819088.27,817346.78,819923.48,820938.62,821235.57,565275.29,565854.20,567901.12,564626.22,563817.58,1429680.78,1427109.30,1425642.41,1426612.50,1427087.62,1096268.76,1096008.84,1089663.86,1099085.73,1097134.61
40,187557.28,179992.16,191402.09,191978.08,196272.70,1118970.20,1117150.07,1114981.33,1118421.44,1120860.77,711567.79,711984.41,712680.86,711795.51,712747.53,1237403.75,1232972.96,1233810.54,1230873.62,1235644.17,1274139.92,1273132.98,1276439.77,1277959.90,1275920.29,1336855.13,1339264.70,1332467.73,1333890.43,1339272.31,179858.11,179807.20,180602.15,179833.49,180206.70,86967.79,87226.42,86552.44,86988.63,86381.23,797569.84,797920.43,793961.54,797337.63,800260.19,522520.48,519890.23,519877.44,520063.10,521384.38,1589990.92,1592117.00,1588580.32,1591348.93,1586189.61,1164786.78,1171999.83,1171391.07,1170046.05,1170885.95
48,173950.21,177859.38,195654.03,163405.14,182943.93,1199886.13,1201993.64,1198951.50,1202250.04,1195991.21,692512.33,690753.09,690441.74,692981.26,692961.16,1346802.78,1344017.56,1343311.29,1344827.98,1342089.19,1386411.48,1388351.08,1388526.17,1392741.76,1386515.35,1457110.36,1444228.77,1448992.65,1441758.22,1447604.61,169990.21,170511.17,170189.23,170852.44,170058.43,87833.73,88671.46,88054.03,89018.69,88905.66,778515.85,776146.41,774604.39,775844.76,772471.36,492226.71,489785.61,490313.40,489771.24,489260.90,1750499.99,1741590.33,1748669.48,1752016.50,1744970.60,1232768.54,1248715.83,1249190.35,1245062.84,1243295.83
64,145575.44,145657.16,145392.73,146367.26,145595.57,1301325.95,1303503.75,1300689.30,1303170.17,1301635.38,620141.16,621367.09,620315.26,619726.88,622171.08,1541999.71,1541552.53,1538994.49,1541320.47,1538426.54,1576289.08,1585362.81,1584983.04,1576343.39,1583648.56,1641800.94,1646908.61,1651092.98,1639626.66,1649277.56,153011.91,152138.81,152615.58,152783.67,152839.77,68974.78,69595.73,69120.80,69037.85,69656.71,716274.17,712296.97,714287.66,713998.17,711804.07,440839.09,439356.51,440510.20,439455.55,437058.10,2005881.42,2015467.95,2026472.70,2023283.20,2021042.51,1392396.68,1382466.35,1383831.93,1385354.49,1391571.08
