# Threads,OCC + SV [T1],OCC + SV [T2],OCC + SV [T3],OCC + SV [T4],OCC + SV [T5],OCC + SV [T6],OCC + SV [T7],OCC + SV [T8],OCC + SV [T9],OCC + SV [T10],OCC + CU + SV [T1],OCC + CU + SV [T2],OCC + CU + SV [T3],OCC + CU + SV [T4],OCC + CU + SV [T5],OCC + CU + SV [T6],OCC + CU + SV [T7],OCC + CU + SV [T8],OCC + CU + SV [T9],OCC + CU + SV [T10],OCC [T1],OCC [T2],OCC [T3],OCC [T4],OCC [T5],OCC [T6],OCC [T7],OCC [T8],OCC [T9],OCC [T10],OCC + CU [T1],OCC + CU [T2],OCC + CU [T3],OCC + CU [T4],OCC + CU [T5],OCC + CU [T6],OCC + CU [T7],OCC + CU [T8],OCC + CU [T9],OCC + CU [T10],TicToc + SV [T1],TicToc + SV [T2],TicToc + SV [T3],TicToc + SV [T4],TicToc + SV [T5],TicToc + SV [T6],TicToc + SV [T7],TicToc + SV [T8],TicToc + SV [T9],TicToc + SV [T10],TicToc + CU + SV [T1],TicToc + CU + SV [T2],TicToc + CU + SV [T3],TicToc + CU + SV [T4],TicToc + CU + SV [T5],TicToc + CU + SV [T6],TicToc + CU + SV [T7],TicToc + CU + SV [T8],TicToc + CU + SV [T9],TicToc + CU + SV [T10],TicToc [T1],TicToc [T2],TicToc [T3],TicToc [T4],TicToc [T5],TicToc [T6],TicToc [T7],TicToc [T8],TicToc [T9],TicToc [T10],TicToc + CU [T1],TicToc + CU [T2],TicToc + CU [T3],TicToc + CU [T4],TicToc + CU [T5],TicToc + CU [T6],TicToc + CU [T7],TicToc + CU [T8],TicToc + CU [T9],TicToc + CU [T10],MVCC + SV [T1],MVCC + SV [T2],MVCC + SV [T3],MVCC + SV [T4],MVCC + SV [T5],MVCC + SV [T6],MVCC + SV [T7],MVCC + SV [T8],MVCC + SV [T9],MVCC + SV [T10],MVCC + CU + SV [T1],MVCC + CU + SV [T2],MVCC + CU + SV [T3],MVCC + CU + SV [T4],MVCC + CU + SV [T5],MVCC + CU + SV [T6],MVCC + CU + SV [T7],MVCC + CU + SV [T8],MVCC + CU + SV [T9],MVCC + CU + SV [T10],MVCC [T1],MVCC [T2],MVCC [T3],MVCC [T4],MVCC [T5],MVCC [T6],MVCC [T7],MVCC [T8],MVCC [T9],MVCC [T10],MVCC + CU [T1],MVCC + CU [T2],MVCC + CU [T3],MVCC + CU [T4],MVCC + CU [T5],MVCC + CU [T6],MVCC + CU [T7],MVCC + CU [T8],MVCC + CU [T9],MVCC + CU [T10]
1,655152.04,656874.77,659888.35,653328.29,659820.23,660068.04,664930.48,661558.20,657305.18,648041.64,676123.79,672878.94,673898.39,677976.36,677521.17,676557.62,673333.86,677513.98,676838.43,674640.39,644493.70,646691.66,650626.96,642550.71,653157.62,653412.48,656830.39,650510.59,652334.92,654578.89,676709.05,669414.87,666516.76,668831.51,667374.83,657748.79,671985.25,669538.23,676970.61,670149.69,633097.03,630319.39,629697.29,629463.59,641195.45,639554.02,637120.99,641266.42,647271.29,640756.16,652925.90,661216.00,660633.27,656684.29,656870.95,661232.71,661601.62,658596.34,652651.65,659269.92,639301.73,625738.23,636062.28,633028.84,638941.34,639687.37,636833.12,633972.71,640033.19,634236.68,664971.10,657963.03,653352.43,659080.52,662803.06,664837.11,664619.24,662422.28,664973.56,665763.86,570635.50,568584.97,570662.73,571573.25,572315.57,568920.78,570287.28,564976.11,571142.67,567605.78,558090.11,563451.44,562797.70,547679.08,558567.87,564502.96,563390.78,559559.65,563950.57,564876.42,538672.34,537234.46,545700.45,541418.88,541039.51,547954.39,551582.73,542313.46,549681.92,547058.18,519827.30,522572.12,523567.48,524146.59,517811.17,505343.50,527296.81,522741.34,515512.96,519091.31
2,1112606.14,1115094.61,1109868.56,1113173.33,1103498.24,1103097.51,1107281.31,1114162.46,1110454.83,1091059.17,1124275.66,1127009.36,1121061.69,1095716.64,1128020.21,1137875.50,1117033.58,1127329.09,1138491.83,1135658.99,1098800.68,1091515.04,1096728.38,1091457.25,1094653.03,1087112.21,1098221.35,1080284.61,1090862.50,1062047.90,1132315.47,1142381.57,1127297.50,1131614.89,1138045.22,1146710.98,1131891.43,1122135.14,1142035.15,1128943.64,1069295.69,1070204.58,1055194.48,1069465.03,1069262.38,1081865.03,1063165.85,1068193.16,1070777.72,1088289.69,1120380.09,1109982.45,1111670.95,1111748.51,1104707.97,1130103.51,1122687.16,1123664.05,1121804.90,1106636.37,1072251.08,1080186.96,1075561.34,1062552.31,1069330.63,1076442.10,1061999.78,1042621.52,1075882.91,1062199.29,1115458.42,1116927.46,1128868.70,1112477.74,1112714.40,1122687.01,1130191.42,1133562.00,1133610.40,1123966.35,868120.18,857661.49,852532.71,872247.62,869819.39,865845.03,862091.09,864213.40,888976.69,868864.85,845186.58,850582.43,858543.08,840682.05,845998.13,845530.73,844433.76,823083.32,862674.33,857088.89,832332.57,830979.08,827381.48,834732.77,819677.17,814360.25,832910.50,824582.89,824311.46,820686.47,777942.42,784723.73,785859.76,790321.08,780056.30,788670.28,782900.48,781946.56,791828.99,791195.52
4,2208650.82,2173140.43,2185888.24,2209600.25,2164920.93,2204295.48,2213850.45,2177817.98,2190765.81,2209468.50,2278776.25,2215888.93,2241808.32,2271319.11,2278663.20,2269114.28,2236863.24,2242957.37,2251607.76,2276448.86,2171349.55,2176294.69,2182571.36,2164440.50,2161831.65,2130309.51,2165936.77,2165554.21,2167587.12,2150213.12,2273366.55,2261642.99,2258452.58,2283881.71,2243244.56,2272399.78,2263265.01,2290202.99,2248368.32,2224953.93,2161308.77,2161145.61,2122114.00,2140997.16,2159707.13,2169070.40,2137941.35,2135435.38,2127219.10,2162225.82,2207319.68,2250285.02,2217464.22,2247264.97,2235199.03,2245574.80,2248623.33,2234879.87,2249363.92,2223038.04,2111122.38,2133859.33,2133384.90,2147554.67,2142718.28,2112430.85,2135365.80,2123956.97,2140962.58,2153737.37,2274634.44,2230678.08,2269057.06,2251588.48,2273126.86,2251840.85,2271778.38,2257139.95,2261082.62,2252414.52,1673188.49,1669321.80,1666958.21,1666098.49,1652088.95,1667682.17,1665024.79,1670220.84,1682283.35,1659115.55,1652938.33,1646190.83,1630175.96,1629169.58,1650042.56,1634108.13,1646608.37,1625063.93,1631103.87,1620339.81,1598631.53,1609389.08,1613248.01,1589407.16,1592263.42,1600269.80,1591905.60,1596022.83,1593345.44,1574518.78,1520604.10,1521184.40,1517529.15,1528963.78,1521972.77,1525921.74,1523624.30,1514676.41,1526159.52,1518518.64
12,5343650.42,5280742.38,5446470.52,5411671.64,5434875.77,5333661.01,5299309.74,5290433.69,5383794.60,5297493.12,5768171.95,5768860.35,5730487.62,5618749.08,5683955.10,5839671.87,5841209.71,5840781.29,5756402.00,5821353.56,5168573.84,5320237.81,5328764.11,5249902.27,5300842.56,5162382.70,5277632.25,5283005.89,5281415.34,5171687.70,5933873.49,5900684.93,5812634.73,5865069.63,5596522.60,5859833.07,5874418.89,5770838.57,5872613.37,5890300.97,5159651.71,5275252.48,5261924.22,5145519.33,5158409.79,5134679.76,5139722.58,5256253.33,5046362.19,5244210.73,5615560.25,5785969.00,5813288.21,5667428.83,5524017.04,5638427.63,5733162.41,5682582.15,5678722.44,5662006.67,5093477.22,5134147.02,5053119.17,5132619.98,4944647.95,5038500.56,5233065.52,5218678.88,5034300.81,5141620.56,5739067.65,5748462.72,5586568.13,5865210.48,5836662.60,5716039.60,5668177.58,5738341.31,5741147.95,5673710.36,3850429.08,3793783.92,3837295.92,3784966.33,3778549.05,3861080.12,3783578.99,3793942.89,3849995.18,3809966.18,3875616.37,3919321.79,3962041.56,3921506.68,3885506.57,3954915.07,3888629.50,3882271.39,3821787.84,3909489.54,3739451.50,3643413.79,3678223.05,3682041.08,3701092.78,3676600.11,3664503.94,3683282.31,3672355.91,3682765.27,3618441.05,3647757.69,3675662.57,3634692.53,3672866.95,3598911.86,3621963.50,3672712.80,3651728.51,3652253.65
24,6892909.90,6751964.06,6861432.50,6946617.98,6705294.44,6778467.97,6759563.57,6719686.02,6778171.85,6775400.29,9214772.84,8930686.06,8989937.10,8710787.74,9031330.34,9220762.16,8965391.74,9074523.30,8992558.79,8857982.45,6542514.74,6472677.97,6431568.33,6485500.15,6468776.73,6350932.26,6616987.01,6705921.16,6465554.29,6596372.11,8610670.14,8949886.40,9072638.17,8774833.05,8886031.15,8916634.01,8882271.24,9132058.73,8955108.83,9262021.79,6445495.06,6429845.92,6449108.65,6239079.39,6540061.27,6316627.21,6628861.90,6425098.44,6468149.65,6474967.33,8773748.80,8432859.76,8711839.37,8727241.36,8735394.09,8742839.67,8590332.29,9061345.57,8679133.76,8668228.49,6447448.13,6386590.60,6393988.03,6284832.14,6244152.98,6368574.89,6411148.39,6229421.77,6307262.81,6450560.20,8674783.90,8769932.19,8839076.22,8963186.89,8772505.96,8929380.13,9060449.68,8767109.61,8758552.38,8634037.95,5371354.38,5525964.24,5390963.47,5446428.08,5424800.93,5431628.86,5474707.59,5422146.50,5453953.96,5500604.15,5825506.47,5679492.22,5804471.01,5834019.93,5833813.78,5725393.61,5856469.31,5668268.60,5930872.82,5905028.23,5135396.91,5242583.85,5235884.59,5238467.62,5224561.37,5205938.37,5248815.37,5271636.33,5201912.20,5191718.22,5504747.62,5491213.11,5547565.43,5521932.16,5569011.82,5531756.12,5451992.87,5467117.92,5619532.50,5613131.99
32,6888154.41,6813774.45,6585856.15,6892754.94,6919370.11,6819931.28,6819630.02,6849442.99,6861233.10,6826967.42,9881351.75,9829193.33,10167526.01,10000271.89,9893668.59,9421729.78,9641015.84,9731953.74,9819468.99,9737876.39,6658192.51,6685284.52,6534594.23,6637226.79,6691424.15,6660562.35,6738160.86,6694490.95,6725986.51,6499936.28,10082041.13,10166413.93,9797671.18,10145862.05,9667347.18,10178808.24,9833696.64,10034025.54,9764999.63,9833133.03,6491198.19,6514580.76,6510947.80,6332941.80,6574390.49,6610729.27,6405860.61,6566581.75,6508750.83,6625448.69,9416641.94,9730994.70,9652286.51,9630091.24,9967892.87,9578903.31,9686149.49,9792323.72,9826344.43,9655627.62,6370111.98,6368105.58,6331927.78,6558908.70,6372688.61,6366777.35,6464746.12,6502531.86,6369032.00,6500878.80,9879306.95,9598662.70,9635779.58,9847955.28,9521063.23,9810453.10,10051219.31,9906452.00,10042298.34,9838724.81,5733394.31,5712621.36,5749816.58,5870502.41,5884477.90,5803136.48,5866257.97,5822189.05,5796643.32,5786123.74,6453246.14,6532992.31,6268341.06,6491581.35,6530654.75,6297549.85,6318949.92,6514048.39,6523391.75,6519921.20,5511247.60,5488415.68,5624971.80,5449280.73,5555645.48,5620147.45,5562066.69,5499745.99,5551782.99,5517171.82,6199428.26,6168545.42,6084283.29,6153622.06,6288384.49,6168570.93,6282966.65,6174821.55,6169250.89,5993765.23
40,6712143.18,6492593.53,6505614.63,6600951.62,6457897.51,6502072.20,6699294.67,6545074.93,6582425.06,6587509.55,10176486.32,10554822.17,10126174.36,10227708.65,9831542.58,10140951.03,10239055.42,10060716.14,10213841.00,10280545.59,6371216.37,6477438.41,6172887.27,6349879.71,6207484.52,6371350.53,6518470.46,6413247.70,6503149.96,6280087.27,10277449.70,10596008.60,10520138.18,9778369.61,10443802.43,10260487.73,10369041.92,10254862.80,10315081.86,10195978.73,6276299.73,6335876.29,6317975.69,6210220.95,6329828.12,6358786.38,6263574.41,6230327.82,6386729.41,6195744.61,10055848.11,10048545.37,9931682.74,9869338.75,10004794.06,9987777.33,10467987.04,10127320.05,9933631.12,10011528.52,6163817.55,6131382.95,6148247.92,5962986.70,6205691.68,6216200.33,6096964.50,6156328.23,6147878.34,6279499.11,10385387.78,10263637.74,10239311.21,10008375.33,9557792.89,10400708.31,10459849.50,10024848.86,10069301.47,10026344.74,5651493.37,5735590.85,5717324.98,5790623.47,5731525.81,5577645.99,5757388.53,5818570.48,5641031.96,5806848.43,6822026.61,7046727.05,6932311.25,6679738.70,6785606.63,6818221.23,6868073.10,6966672.50,6910591.36,7024541.73,5486836.24,5412998.93,5366470.19,5438285.30,5352514.95,5474366.87,5358064.36,5486661.12,5365499.07,5373295.62,6669107.18,6627236.92,6499030.44,6488318.82,6534015.95,6797181.68,6621468.52,6683951.52,6513103.13,6608544.76
48,6219111.83,6364963.54,6324627.59,6402867.07,6343135.81,6243827.52,6356366.06,6491621.81,6359704.47,6324355.03,10457243.97,10366121.97,10076260.60,10851280.50,10614550.14,10316903.88,10694872.67,10400965.05,10523191.95,10349419.85,6080812.49,6147433.74,5987834.94,6124239.22,6188519.21,6130169.25,6028423.59,6204258.46,6309969.30,6078130.65,10471922.76,10024418.95,10247362.30,10455404.99,10506894.86,10703310.40,10848965.66,10824329.56,10780847.33,10704207.66,5901345.76,6041837.64,5973385.01,5946267.35,5843610.28,5997855.65,6036057.93,6119451.94,6029839.61,5835166.76,10178059.23,9779131.20,10170462.30,10125731.45,10567929.29,10190686.48,10583367.60,10196768.07,10266188.55,10216316.40,6019286.63,5856066.97,6016448.88,5846115.56,5869951.49,5914482.24,5986731.94,5960939.95,5995430.63,6004200.40,10468972.85,10585558.91,10571321.46,10560405.27,9729105.47,10461471.72,10161704.18,10390085.78,10052074.54,10213063.66,5730166.52,5665301.27,5572224.63,5654945.58,5493808.05,5604559.32,5743693.93,5623390.02,5694927.57,5691980.47,7199180.54,7136814.38,7125440.02,7171755.03,7310795.56,7206631.40,7322629.14,7344561.22,7050408.14,7300849.93,5311994.38,5240564.57,5327089.61,5327418.92,5421548.63,5196958.46,5284539.03,5280892.19,5311296.60,5375992.10,6715039.28,7045889.06,6920173.16,6969538.07,6976260.15,6996443.60,6857181.06,6713505.15,7217501.59,7031471.45
64,6038109.07,5942896.38,6053397.44,6078374.54,6127396.09,6026234.96,6096873.32,6197479.30,6151373.12,6003940.21,11010362.90,10344302.73,10506277.42,10426307.91,10341019.08,10580819.04,10683314.77,10165598.56,10403980.34,10739040.47,5939813.89,5806868.97,5798401.08,5882804.05,5930386.38,5894844.26,5901795.75,5885728.87,5977600.99,5863563.48,10550201.73,10949189.25,10492695.58,10819019.21,10657116.07,10509791.67,10921005.15,10833303.83,10643992.01,10852664.50,5760566.30,5675415.46,5654001.64,5673999.27,5754653.75,5609319.56,5714978.08,5696920.52,5678590.46,5687681.83,10336799.53,10299595.81,10117134.96,10189951.01,9891683.20,10405239.67,10209138.87,10229454.16,10636583.04,10303650.42,5637780.73,5558723.19,5661378.50,5641234.46,5541300.05,5530249.15,5653200.85,5508208.83,5645670.74,5495906.30,10638346.43,10263708.52,10229875.53,10577159.48,10747369.78,9905180.56,10196657.65,10464682.05,10148579.67,10532701.98,5407368.49,5496550.69,5442249.68,5502144.14,5393741.67,5300150.74,5461971.66,5433186.33,5375045.42,5457746.94,7929403.40,7465806.64,7628463.17,7467522.52,7671662.15,7471810.40,7726735.94,7884840.91,7658289.66,7732937.83,5095538.24,5055838.98,4990745.00,4985970.29,5082958.00,5081185.47,5045498.59,5129414.58,5056647.45,5024034.37,7556867.44,7341342.30,7503688.21,7598839.43,7576837.70,7480251.86,7443579.16,7573049.70,7320478.84,7147287.69
