# Threads,MVCC (W1) + ST [T1],MVCC (W1) + ST [T2],MVCC (W1) + ST [T3],MVCC (W1) + ST [T4],MVCC (W1) + ST [T5],MVCC + CU (W1) + ST [T1],MVCC + CU (W1) + ST [T2],MVCC + CU (W1) + ST [T3],MVCC + CU (W1) + ST [T4],MVCC + CU (W1) + ST [T5],MVCC (W4) + ST [T1],MVCC (W4) + ST [T2],MVCC (W4) + ST [T3],MVCC (W4) + ST [T4],MVCC (W4) + ST [T5],MVCC + CU (W4) + ST [T1],MVCC + CU (W4) + ST [T2],MVCC + CU (W4) + ST [T3],MVCC + CU (W4) + ST [T4],MVCC + CU (W4) + ST [T5],MVCC (W0) + ST [T1],MVCC (W0) + ST [T2],MVCC (W0) + ST [T3],MVCC (W0) + ST [T4],MVCC (W0) + ST [T5],MVCC + CU (W0) + ST [T1],MVCC + CU (W0) + ST [T2],MVCC + CU (W0) + ST [T3],MVCC + CU (W0) + ST [T4],MVCC + CU (W0) + ST [T5],MVCC (W1) [T1],MVCC (W1) [T2],MVCC (W1) [T3],MVCC (W1) [T4],MVCC (W1) [T5],MVCC + CU (W1) [T1],MVCC + CU (W1) [T2],MVCC + CU (W1) [T3],MVCC + CU (W1) [T4],MVCC + CU (W1) [T5],MVCC (W4) [T1],MVCC (W4) [T2],MVCC (W4) [T3],MVCC (W4) [T4],MVCC (W4) [T5],MVCC + CU (W4) [T1],MVCC + CU (W4) [T2],MVCC + CU (W4) [T3],MVCC + CU (W4) [T4],MVCC + CU (W4) [T5],MVCC (W0) [T1],MVCC (W0) [T2],MVCC (W0) [T3],MVCC (W0) [T4],MVCC (W0) [T5],MVCC + CU (W0) [T1],MVCC + CU (W0) [T2],MVCC + CU (W0) [T3],MVCC + CU (W0) [T4],MVCC + CU (W0) [T5]
1,62349.40,63139.96,63287.19,64096.63,63138.68,61241.28,61496.23,60309.57,61266.57,61742.28,69793.45,69496.51,71052.54,70783.22,68119.94,68371.97,69044.27,67792.72,68788.28,68253.21,63535.85,64169.24,64681.10,63936.75,64390.85,61374.08,62483.04,61080.90,61329.01,61571.67,82779.38,84612.35,85884.24,86378.58,86585.87,71506.22,70771.20,69831.60,72234.24,70995.13,91405.66,91263.40,90875.15,93832.75,92189.55,76425.04,77050.91,75747.84,76340.50,77228.05,85879.38,84653.14,85154.77,86024.70,84928.78,71919.75,71946.10,71565.08,71507.40,70276.03
2,86188.83,84549.91,86529.96,85564.65,86584.70,103948.52,103362.72,103756.17,103361.00,103754.23,126567.05,124805.50,126035.65,124275.46,126155.21,123731.07,123567.18,123455.34,124286.07,123511.81,119211.33,119136.69,119096.36,120457.88,120229.52,116783.54,116979.88,117052.00,116942.72,117343.89,106409.11,107126.66,105224.40,105535.34,106061.61,91965.32,89239.03,91173.43,89441.84,89507.76,164671.69,164662.41,164470.71,162293.09,163396.09,140017.84,139201.34,139887.17,140079.84,140065.22,155801.89,157708.74,158448.11,157423.67,157470.95,133833.38,133808.65,133605.15,133036.41,133201.52
4,208552.06,208705.27,209513.01,209427.16,209395.09,211011.87,210760.73,211448.57,210633.01,209773.61,234756.68,236552.15,236409.18,236349.08,236526.62,231673.49,231176.87,231118.38,230090.10,231353.84,236127.62,235385.88,235368.54,236699.29,235666.51,231664.45,231163.59,232294.12,231354.81,231163.94,205233.77,204893.61,206922.00,205603.23,203477.80,192132.14,193001.50,193048.26,193711.26,193229.31,309913.30,307703.59,310002.01,308712.84,306302.68,261445.25,260899.04,261029.97,260031.40,260940.67,308886.78,309219.40,308596.70,307200.66,309460.94,261439.06,259868.68,258776.70,260939.31,260132.16
12,502398.44,511352.55,510236.01,505900.09,509696.00,625492.49,626856.15,623753.14,626523.71,624953.62,551950.40,555940.63,558101.47,556238.47,554457.00,568512.28,569481.64,570217.50,568495.55,570751.15,629757.85,631313.34,634684.72,632460.65,633548.65,627838.48,627279.25,627543.59,627694.79,623601.79,471326.14,469686.18,474771.16,471776.15,468950.11,446470.36,448596.01,443790.36,445815.32,443911.74,615143.05,612487.09,617445.54,619149.61,618188.70,567628.69,563479.26,561706.49,557580.26,560232.79,823296.94,818307.12,815562.66,823090.14,811919.50,691612.12,694393.85,694548.05,694626.83,695009.25
24,533272.29,533347.23,532003.70,532644.96,534802.69,1064917.39,1061820.93,1065022.11,1064200.15,1063893.53,1012204.21,1015764.47,1015101.95,1011414.36,1004755.13,1052757.35,1051489.08,1051619.13,1054891.92,1049218.14,1146181.19,1153345.97,1151897.31,1147066.43,1151972.56,1124923.81,1124200.64,1126744.23,1128311.55,1128802.36,521629.89,521841.69,520015.99,519680.03,519265.80,491796.53,486182.89,484444.21,489633.42,493820.33,1110379.76,1110477.27,1102651.39,1104087.47,1104525.12,1029115.71,1030044.17,1032501.73,1028511.57,1033316.44,1455708.79,1458207.36,1462394.10,1461170.76,1458733.25,1235012.09,1238765.42,1226318.62,1234731.60,1239060.06
32,523541.43,524343.79,523710.67,525292.68,523875.23,1266242.12,1267754.31,1264042.99,1262845.65,1265761.59,1263000.33,1257423.46,1258443.31,1263651.37,1264747.39,1348128.23,1348782.94,1353882.56,1353992.88,1350712.72,1450025.56,1445924.53,1447174.17,1446517.58,1449614.39,1411640.02,1416321.76,1414150.69,1407504.11,1407837.14,509268.89,505121.78,511167.73,506928.98,507915.76,477406.65,480968.98,476288.91,476332.42,480134.15,1389296.61,1390639.29,1391980.05,1392415.58,1397057.93,1294445.45,1285783.23,1285798.66,1293545.84,1291582.43,1840832.97,1838164.91,1837552.73,1836503.14,1833592.41,1538709.13,1534251.25,1539714.88,1534554.85,1537904.73
40,491092.86,493519.71,494478.95,494375.94,495731.19,1322765.52,1321687.29,1317111.66,1323142.31,1314990.66,1344658.14,1342257.09,1341167.90,1337119.89,1337613.41,1516583.25,1520938.05,1519537.20,1519033.76,1516981.74,1544700.35,1556650.25,1561738.17,1547916.48,1551573.29,1510236.96,1509141.12,1504136.07,1516970.95,1511524.16,484405.78,482542.57,482099.46,482634.34,482779.76,459519.83,456721.46,454242.73,457418.08,452003.74,1466681.32,1468513.90,1470938.00,1463205.02,1464576.44,1385955.48,1391624.64,1381094.19,1382456.20,1372325.83,1972553.23,1982999.29,1978378.48,1965609.25,1980202.14,1646707.30,1651775.20,1660662.34,1660895.35,1642157.69
48,458649.45,463674.52,462992.18,462005.66,462374.95,1354231.30,1356163.57,1352795.22,1350480.38,1355203.46,1355249.97,1365106.20,1366020.59,1361121.97,1369357.29,1643972.36,1638767.39,1643694.05,1638587.03,1632301.97,1655374.27,1654166.85,1652073.59,1656460.05,1643422.54,1596451.02,1601876.81,1603107.62,1607040.74,1599106.22,452915.96,454113.60,455236.38,455763.15,453898.39,424335.09,425437.05,424974.57,429369.96,428074.77,1469394.14,1466442.06,1472792.58,1473387.91,1477505.30,1395897.80,1405341.25,1391231.97,1390636.46,1393568.98,2115671.23,2111018.27,2112447.79,2113208.45,2121636.65,1778009.38,1766395.46,1772189.56,1773794.77,1760158.61
64,396292.79,394998.44,396437.43,397446.95,395728.66,1433229.84,1427389.97,1430079.73,1420729.67,1434588.74,1356982.21,1353896.18,1354621.10,1360688.06,1357836.63,1845637.10,1858000.75,1857933.13,1855617.95,1846943.99,1838510.76,1839547.74,1838043.56,1843853.71,1841089.16,1766341.82,1774395.84,1771312.87,1776359.77,1779322.16,393973.99,394554.86,395389.24,393347.29,394194.56,365529.51,366050.75,368554.52,366022.33,362992.16,1422061.75,1428333.83,1426973.78,1432382.40,1428197.14,1361670.67,1369217.91,1359515.17,1366379.20,1368282.22,2361700.25,2349149.74,2361886.91,2379579.79,2372356.29,1973245.47,1963474.83,1955049.96,1965664.73,1968612.25
